ID,Depth,Parent ID,Component Name,Row Name,Row ID,Field Values,Hierarchy Path
5327,7,5326,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5328,8,5327,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5329,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5330,1,5329,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5331,2,5330,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5332,3,5331,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5333,4,5332,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5334,5,5333,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5335,6,5334,Task,Arrange Customer Down Payment,6a3ac6594aebe3f6e59f720b,,Task/Arrange Customer Down Payment
5336,7,5335,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5337,8,5336,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5338,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5339,1,5338,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5340,2,5339,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5341,3,5340,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5342,4,5341,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5343,5,5342,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5344,6,5343,Task,Review Billing & Order,6a3ac6594aebe3f6e59f720c,,Task/Review Billing & Order
5345,7,5344,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5346,8,5345,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5347,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5348,1,5347,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5349,2,5348,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5350,3,5349,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5351,4,5350,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5352,5,5351,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5353,6,5352,Task,Skip Trade In,6a3ac6594aebe3f6e59f720d,,Task/Skip Trade In
5354,7,5353,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5355,8,5354,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5356,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5357,1,5356,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5358,2,5357,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5359,3,5358,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5360,4,5359,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5361,5,5360,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5362,6,5361,Task,Setup Payment,6a3ac6594aebe3f6e59f720e,,Task/Setup Payment
5363,7,5362,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5364,8,5363,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5365,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5366,1,5365,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5367,2,5366,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5368,3,5367,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5369,4,5368,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5370,5,5369,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5371,6,5370,Task,Complete and Submit Order,6a3ac6594aebe3f6e59f7210,,Task/Complete and Submit Order
5372,7,5371,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5373,8,5372,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5374,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5375,1,5374,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
5376,2,5375,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
5377,3,5376,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
5378,4,5377,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
5379,5,5378,Business Flow,Activate New AIA Customer,6a3ac6594aebe3f6e59f71d9,,Business Flow/Activate New AIA Customer
5380,6,5379,Task,Create Account,6a3ac6594aebe3f6e59f7218,,Task/Create Account
5381,7,5380,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5382,8,5381,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5383,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5384,1,5383,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
5385,2,5384,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
5386,3,5385,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
5387,4,5386,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
5388,5,5387,Business Flow,Activate New AIA Customer,6a3ac6594aebe3f6e59f71d9,,Business Flow/Activate New AIA Customer
5389,6,5388,Task,Check Credit,6a3ac6594aebe3f6e59f7219,,Task/Check Credit
5390,7,5389,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5391,8,5390,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5392,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5393,1,5392,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5394,2,5393,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5395,3,5394,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5396,4,5395,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5397,5,5396,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5398,6,5397,Task,Configure Account,6a3ac6594aebe3f6e59f721d,,Task/Configure Account
5399,7,5398,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5400,8,5399,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5401,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5402,1,5401,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5403,2,5402,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5404,3,5403,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5405,4,5404,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5406,5,5405,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5407,6,5406,Task,Reserve CTN,6a3ac6594aebe3f6e59f721e,,Task/Reserve CTN
5408,7,5407,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5409,8,5408,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5410,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5411,1,5410,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5412,2,5411,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5413,3,5412,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5414,4,5413,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5415,5,5414,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5416,6,5415,Task,Review Credit Policy,6a3ac6594aebe3f6e59f721f,,Task/Review Credit Policy
5417,7,5416,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5418,8,5417,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5419,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5420,1,5419,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
5421,2,5420,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
5422,3,5421,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
5423,4,5422,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
5424,5,5423,Business Flow,Activate New AIA Customer,6a3ac6594aebe3f6e59f71d9,,Business Flow/Activate New AIA Customer
5425,6,5424,Task,Setup Billing,6a3ac6594aebe3f6e59f721a,,Task/Setup Billing
5426,7,5425,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5427,8,5426,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5428,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5429,1,5428,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5430,2,5429,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5431,3,5430,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5432,4,5431,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5433,5,5432,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5434,6,5433,Task,Capture TCP,6a3ac6594aebe3f6e59f7220,,Task/Capture TCP
5435,7,5434,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5436,8,5435,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5437,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5438,1,5437,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5439,2,5438,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5440,3,5439,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5441,4,5440,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5442,5,5441,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5443,6,5442,Task,Check for Fraud,6a3ac6594aebe3f6e59f7221,,Task/Check for Fraud
5444,7,5443,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5445,8,5444,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5446,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5447,1,5446,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5448,2,5447,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5449,3,5448,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5450,4,5449,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5451,5,5450,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
5452,6,5451,Task,Submit Order,6a3ac6594aebe3f6e59f7222,,Task/Submit Order
5453,7,5452,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5454,8,5453,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5455,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5456,1,5455,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5457,2,5456,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5458,3,5457,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5459,4,5458,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5460,5,5459,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5461,6,5460,Task,IVR Menu + Retrieve Customer Info & Route Call,6a3ac6594aebe3f6e59f71fa,,Task/IVR Menu + Retrieve Customer Info & Route Call
5462,7,5461,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5463,8,5462,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5464,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5465,1,5464,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5466,2,5465,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5467,3,5466,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5468,4,5467,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5469,5,5468,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
5470,6,5469,Task,View Customer Summary,6a3ac6594aebe3f6e59f7223,,Task/View Customer Summary
5471,7,5470,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5472,8,5471,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5473,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5474,1,5473,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5475,2,5474,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5476,3,5475,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5477,4,5476,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5478,5,5477,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
5479,6,5478,Task,Review Terms & Conditions,6a3ac6594aebe3f6e59f720f,,Task/Review Terms & Conditions
5480,7,5479,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5481,8,5480,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5482,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5483,1,5482,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5484,2,5483,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5485,3,5484,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5486,4,5485,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5487,5,5486,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
5488,6,5487,Task,Complete Sale / Submit Order,6a3ac6594aebe3f6e59f7225,,Task/Complete Sale / Submit Order
5489,7,5488,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5490,8,5489,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5491,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5492,1,5491,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5493,2,5492,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5494,3,5493,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5495,4,5494,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5496,5,5495,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
5497,6,5496,Task,Lookup & Authenticate Customer,6a3ac6594aebe3f6e59f7227,,Task/Lookup & Authenticate Customer
5498,7,5497,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5499,8,5498,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5500,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5501,1,5500,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5502,2,5501,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5503,3,5502,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5504,4,5503,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5505,5,5504,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
5506,6,5505,Task,Setup Billing & Payments,6a3ac6594aebe3f6e59f7228,,Task/Setup Billing & Payments
5507,7,5506,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5508,8,5507,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5509,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5510,1,5509,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5511,2,5510,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5512,3,5511,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5513,4,5512,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5514,5,5513,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
5515,6,5514,Task,Validate PIN,6a3ac6594aebe3f6e59f7229,,Task/Validate PIN
5516,7,5515,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5517,8,5516,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5518,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5519,1,5518,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
5520,2,5519,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
5521,3,5520,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
5522,4,5521,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
5523,5,5522,Business Flow,BOPIS,6a3ac6594aebe3f6e59f71dc,,Business Flow/BOPIS
5524,6,5523,Task,Pickup Order,6a3ac6594aebe3f6e59f7235,,Task/Pickup Order
5525,7,5524,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5526,8,5525,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5527,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5528,1,5527,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
5529,2,5528,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
5530,3,5529,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
5531,4,5530,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
5532,5,5531,Business Flow,Change Rate Plan,6a3ac6594aebe3f6e59f71dd,,Business Flow/Change Rate Plan
5533,6,5532,Task,Change Plan,6a3ac6594aebe3f6e59f7236,,Task/Change Plan
5534,7,5533,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5535,8,5534,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5536,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5537,1,5536,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5538,2,5537,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5539,3,5538,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5540,4,5539,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5541,5,5540,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
5542,6,5541,Task,Create New Customer,6a3ac6594aebe3f6e59f7238,,Task/Create New Customer
5543,7,5542,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5544,8,5543,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5545,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5546,1,5545,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5547,2,5546,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5548,3,5547,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5549,4,5548,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5550,5,5549,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
5551,6,5550,Task,View Services Available to Customer + Create Account,6a3ac6594aebe3f6e59f7239,,Task/View Services Available to Customer + Create Account
5552,7,5551,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5553,8,5552,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5554,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5555,1,5554,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
5556,2,5555,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
5557,3,5556,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
5558,4,5557,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
5559,5,5558,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
5560,6,5559,Task,Port Number,6a3ac6594aebe3f6e59f723a,,Task/Port Number
5561,7,5560,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,,Application/OPUS - C
5562,8,5561,Application,OPUS - C,6a3ac6594aebe3f6e59f72ea,"{""name"":""OPUS - C"",""correlation_id_qualifier"":""18257"",""persona_id"":"""",""correlation_id"":""18257""}",OPUS - C
5563,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
5564,1,5563,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
